Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
ASCL2,0.999996,0.15771587,0.999998,0.233394813,-0.075678943
CTSV,0.999996,0.226716618,0.999998,0.30243333,-0.075716712
ME2,0.999996,0.171458568,0.999998,0.247206767,-0.075748199
SMCO4,0.999996,0.166002874,0.999998,0.241789574,-0.075786701
SETX,0.999996,0.36222341,0.999998,0.438032875,-0.075809465
SLC6A1,0.999996,0.22173056,0.999998,0.297629051,-0.075898491
ABCG2,0.999996,-0.253504245,0.999998,-0.17758688,-0.075917366
RUNX1,0.999996,0.092339734,0.999998,0.168280292,-0.075940558
C19orf82,0.999996,0.053730202,0.999998,0.129701805,-0.075971604
H2AFV,0.999996,0.113905377,0.999998,0.189910461,-0.076005084
PIGQ,0.999996,-0.353219426,0.999998,-0.277206657,-0.076012769
SPINK2,0.999996,0.257361677,0.999998,0.333400638,-0.076038961
FHL1,0.999996,0.09592874,0.999998,0.171970944,-0.076042204
MED25,0.999996,-0.777944364,0.999998,-0.701875015,-0.076069349
SFTPA2,0.999996,0.053474067,0.999998,0.129544316,-0.076070249
RFXANK,0.999996,-0.294901876,0.999998,-0.21883001,-0.076071865
JKAMP,0.999996,0.409402454,0.999998,0.485481388,-0.076078935
NAP1L3,0.999996,0.269420957,0.999998,0.345528241,-0.076107284
YWHAE,0.999996,0.142967778,0.999998,0.219087801,-0.076120023
CLN6,0.999996,-0.258785943,0.999998,-0.182659604,-0.076126339
CYP2A7,0.999996,0.218058998,0.999998,0.294197698,-0.0761387
DDX52,0.489359,-1.762977213,0.999998,-1.686795255,-0.076181958
FLRT3,0.999996,0.347076532,0.999998,0.423284944,-0.076208412
C5orf49,0.999996,-0.000341736,0.999998,0.075871933,-0.07621367
PCDHB12,0.999996,0.284747927,0.999998,0.361005388,-0.076257461
CACNB1,0.999996,0.26602023,0.999998,0.342305189,-0.076284959
FKBP5,0.999996,-0.03509253,0.999998,0.041218842,-0.076311372
CYP4F3,0.999996,0.200971713,0.999998,0.277315868,-0.076344155
GPKOW,0.064468,-1.449449482,0.046284,-1.372980243,-0.076469239
SLITRK5,0.999996,-0.09839769,0.999998,-0.021847236,-0.076550454
PAX6,0.999996,-0.042720537,0.999998,0.033858431,-0.076578968
NEUROG1,0.616626,0.314745875,0.222326,0.39133613,-0.076590255
GABARAP,0.999996,0.088914657,0.999998,0.16567286,-0.076758203
PPARGC1A,0.999996,0.192556078,0.999998,0.269314959,-0.076758881
GP2,0.999996,-0.163979529,0.999998,-0.087212596,-0.076766932
NUMA1,0.310895,-0.116688699,0.256584,-0.039909719,-0.07677898
SYNE4,0.999996,-0.047695514,0.999998,0.029092644,-0.076788158
PDE8B,0.999996,-0.767697786,0.999998,-0.69090575,-0.076792036
CHMP2A,0.547366,-0.84715259,0.942325,-0.770258011,-0.076894579
LCE1C,0.921868,-0.033552518,0.517007,0.043343307,-0.076895825
AAK1,0.949827,-0.57350144,0.999998,-0.496594059,-0.076907381
TRIM59,0.999996,0.392291526,0.999998,0.469260765,-0.076969239
FAM110D,0.999996,0.138685859,0.999998,0.21570714,-0.077021281
DKK3,0.999996,0.277072943,0.999998,0.354133778,-0.077060835
NXPH3,0.999996,-0.370819546,0.984822,-0.293725792,-0.077093755
CPS1,0.999996,0.29193402,0.999998,0.369055755,-0.077121735
RAB11FIP5,0.934536,-0.064831282,0.662662,0.012337822,-0.077169104
MAPKBP1,0.999996,-0.059547236,0.999998,0.017654326,-0.077201562
PCDHA11,0.999996,0.115537391,0.999998,0.192848481,-0.07731109
GNB1,0.999996,-0.340865352,0.999998,-0.263529156,-0.077336197
PDRG1,0.013509,-0.281194652,0.031427,-0.203759704,-0.077434948
PRELID2,0.999996,0.371925511,0.999998,0.449433715,-0.077508204
TP53I3,0.781258,-0.647357557,0.993608,-0.56983538,-0.077522177
ADAL,0.999996,0.002212729,0.999998,0.0797435,-0.077530771
SYNJ2,0.999996,0.333464354,0.999998,0.411004899,-0.077540545
PREPL,0.999996,0.125877855,0.999998,0.203477202,-0.077599346
ELAC1,0.999996,0.301658457,0.999998,0.379259975,-0.077601518
CYP7B1,0.999996,0.353946194,0.999998,0.431552195,-0.077606001
DNER,0.999996,0.033090686,0.999998,0.110707659,-0.077616973
BRD3,0.999996,-0.028704955,0.999998,0.048973754,-0.077678709
CLNK,0.999996,-0.136512026,0.999998,-0.058768911,-0.077743115
PKIG,0.999996,-0.016496131,0.999998,0.06125323,-0.077749361
ALG10B,0.999996,0.05135595,0.999998,0.12917381,-0.07781786
EFCAB4B,0.999996,-0.449245652,0.999998,-0.37137333,-0.077872322
MC1R,0.999996,0.387492851,0.999998,0.465374389,-0.077881538
SLC2A13,0.999996,0.217280855,0.999998,0.295277528,-0.077996673
PLB1,0.999996,0.105632934,0.999998,0.183663309,-0.078030374
CCDC167,0.857753,-0.459340031,0.664994,-0.381267932,-0.078072099
SLC25A29,0.999996,-0.16955783,0.999998,-0.091464296,-0.078093534
KLHDC8B,0.999996,0.010951768,0.999998,0.089076784,-0.078125016
LRIT2,0.818867,0.252639428,0.711104,0.330775091,-0.078135664
BOLA3,0.999996,-0.024595971,0.999998,0.053582809,-0.07817878
PFN2,0.999996,0.266287984,0.999998,0.344467428,-0.078179444
FUBP3,0.999996,0.245071461,0.999998,0.323259101,-0.078187641
PAQR5,0.999996,-0.161337242,0.999998,-0.083149214,-0.078188027
TAS2R41,0.999996,0.063271388,0.999998,0.141480985,-0.078209597
HAO2,0.999996,-0.069061144,0.999998,0.009155379,-0.078216523
DUSP7,0.999996,0.207954015,0.999998,0.286189902,-0.078235887
MCM5,0.230793,-1.90580844,0.091532,-1.827502177,-0.078306263
C1orf101,0.999996,0.313490436,0.999998,0.391873239,-0.078382804
KLK5,0.999996,0.093006849,0.999998,0.171450753,-0.078443903
CDA,0.999996,0.299579697,0.999998,0.378029305,-0.078449608
AK1,0.999996,-0.340213348,0.999998,-0.261732709,-0.078480639
PKMYT1,0.147002,-0.272836956,0.116405,-0.194325284,-0.078511672
B4GALNT4,0.87447,-0.515787371,0.519853,-0.437271176,-0.078516195
GPS2,0.999996,0.014842078,0.999998,0.093388682,-0.078546604
LAX1,0.999996,-1.069449286,0.999998,-0.990887442,-0.078561845
C11orf52,0.501976,-0.654593678,0.534861,-0.576030971,-0.078562706
PPFIA4,0.291973,-1.257908591,0.60386,-1.179276622,-0.078631968
UTS2,0.999996,0.168986656,0.999998,0.247641896,-0.07865524
PHOSPHO2,0.999996,0.173797975,0.999998,0.25250204,-0.078704064
FOS,0.999996,0.274046477,0.999998,0.3527798,-0.078733322
MAGEC3,0.159031,-0.038137042,0.411034,0.040730133,-0.078867175
CSHL1,0.999996,-0.235512051,0.999998,-0.156601098,-0.078910953
ELOVL7,0.999996,0.590666679,0.999998,0.669619374,-0.078952695
KL,0.999996,0.052889803,0.999998,0.131872772,-0.078982969
ASMT,0.999996,0.401624541,0.999998,0.480608733,-0.078984192
NKX2-5,0.999996,0.063364704,0.999998,0.142497296,-0.079132592
HTR1B,0.938966,-1.095515429,0.776921,-1.016361544,-0.079153885
APOC2,0.999996,0.289788092,0.999998,0.369090316,-0.079302224
EXOC3L2,0.962398,-0.142642599,0.999998,-0.063310189,-0.079332409
RNF111,0.999996,0.266063785,0.707111,0.345444104,-0.079380319
EDEM2,0.999996,-0.150532342,0.999998,-0.071126738,-0.079405604
OCEL1,0.999996,0.49572516,0.999998,0.57514046,-0.0794153
RAVER1,0.999996,0.363278572,0.994428,0.442701173,-0.079422601
BMP6,0.999996,-0.018369502,0.999998,0.06105533,-0.079424832
LYPLA1,0.999996,-0.123623902,0.999998,-0.044120807,-0.079503095
ANKRD49,0.525363,-1.265699686,0.826684,-1.186117931,-0.079581756
DUSP27,0.999996,-0.196385593,0.999998,-0.116790479,-0.079595113
GLCCI1,0.999996,-0.117288904,0.999998,-0.037690363,-0.079598541
TEX26,0.999996,0.129855285,0.999998,0.209467245,-0.079611961
DENND6A,0.999996,-0.20801308,0.999998,-0.128391761,-0.079621319
ST20-MTHFS,0.999996,0.193722342,0.999998,0.273367457,-0.079645115
KLHL33,0.999996,0.016259802,0.999998,0.095924371,-0.079664569
ZNF562,0.999996,-0.061467396,0.999998,0.018221419,-0.079688815
RNF103,0.999996,0.079415847,0.999998,0.159120917,-0.079705071
AACS,0.999996,0.188318741,0.999998,0.268105953,-0.079787212
RAB35,0.999996,-0.41765069,0.999998,-0.337851699,-0.079798991
BOD1,0.999996,0.249539025,0.999998,0.329402143,-0.079863119
ASXL3,0.999996,0.220429638,0.999998,0.300310912,-0.079881273
PDE9A,0.999996,0.114813912,0.999998,0.194696125,-0.079882213
PRODH,0.443854,-1.207102524,0.364207,-1.127175742,-0.079926782
CTSZ,0.999996,0.268356742,0.999998,0.348293079,-0.079936337
JTB,0.999996,-0.106629303,0.999998,-0.026647302,-0.079982001
ADAMDEC1,0.999996,0.105619564,0.999998,0.185617906,-0.079998343
ANXA1,0.999996,0.338751657,0.999998,0.418757696,-0.080006039
KRT36,0.999996,-0.057847684,0.999998,0.022169977,-0.080017661
TSSC1,0.999996,-0.322326889,0.999998,-0.242305873,-0.080021016
ZFHX4,0.999996,0.057498171,0.999998,0.137527061,-0.08002889
NFAT5,0.999996,0.314243115,0.999998,0.394393018,-0.080149903
MANEAL,0.999996,-0.433738455,0.999998,-0.353522723,-0.080215732
GPR83,0.999996,-0.13926988,0.999998,-0.059047226,-0.080222654
SERTAD3,0.999996,0.051501394,0.999998,0.131744708,-0.080243313
YKT6,0.263124,-0.273765457,0.282098,-0.193459184,-0.080306273
IFNL2,0.999996,0.105683649,0.999998,0.186015678,-0.080332029
AIPL1,0.999996,-0.34526681,0.999998,-0.2649333,-0.08033351
SPINK14,0.999996,-0.06700714,0.999998,0.013352865,-0.080360005
PLEK,0.999996,0.077647618,0.999998,0.158056692,-0.080409074
AAMDC,0.999996,0.112881676,0.999998,0.193304201,-0.080422525
HIST1H3A,0.999996,0.036116871,0.999998,0.116627046,-0.080510175
UCKL1,0.999996,0.029770182,0.999998,0.110319344,-0.080549162
SLC25A41,0.999996,-0.000853721,0.999998,0.079717361,-0.080571081
NOXA1,0.732208,-0.267400326,0.587248,-0.186736457,-0.080663869
FAM107B,0.999996,-0.108407243,0.999998,-0.027607225,-0.080800018
PGAM1,0.015607,-0.04490431,0.007265,0.035944398,-0.080848708
HIST3H3,0.999996,0.041731054,0.999998,0.122610183,-0.080879129
DBNDD2,0.999996,-1.131772558,0.999998,-1.050880156,-0.080892402
GPR161,0.999996,-0.145385079,0.999998,-0.064462475,-0.080922604
DND1,0.999996,-0.141356822,0.999998,-0.06034209,-0.081014732
WDR33,0.101403,0.044917142,0.059544,0.126047182,-0.08113004
E2F3,0.999996,-0.286952815,0.999998,-0.205732976,-0.081219839
EDA,0.999996,-0.167876939,0.999998,-0.086608905,-0.081268034
SH2D3C,0.999996,-0.028021991,0.999998,0.053250229,-0.08127222
STK39,0.999996,0.125814896,0.999998,0.207108262,-0.081293366
IL2RB,0.999996,-0.31588573,0.999998,-0.234589197,-0.081296532
GPER1,0.999996,0.210378334,0.999998,0.291676043,-0.081297709
SCUBE1,0.999996,-0.328637701,0.999998,-0.247293584,-0.081344117
KCTD2,0.999996,-0.330406369,0.999998,-0.249039724,-0.081366645
ZNF527,0.999996,-0.059201738,0.999998,0.022171288,-0.081373025
CREBZF,0.999996,0.099254941,0.999998,0.180667362,-0.081412421
PHLPP1,0.999996,0.113415601,0.999998,0.194871357,-0.081455757
LETMD1,0.999996,0.041199376,0.999998,0.122663718,-0.081464342
RNF144B,0.999996,-0.453049656,0.999998,-0.371583242,-0.081466414
WIF1,0.999996,-1.697445065,0.999998,-1.61597014,-0.081474925
RNF139,0.999996,0.196847733,0.999998,0.278356015,-0.081508282
TADA2A,0.999996,-0.06887353,0.999998,0.012653923,-0.081527453
CCDC3,0.999996,0.095146817,0.999998,0.176680976,-0.081534159
CCNT2,0.969494,-0.550509185,0.999998,-0.468862229,-0.081646955
DCBLD1,0.999996,0.276400302,0.999998,0.358058304,-0.081658002
MEGF9,0.999996,-0.497724751,0.999998,-0.415973926,-0.081750825
SYNE1,0.999996,0.060510618,0.999998,0.142266227,-0.081755609
PPFIBP1,0.999996,0.173370505,0.999998,0.255135828,-0.081765323
CCDC8,0.999996,0.055209231,0.999998,0.137039491,-0.081830261
PRAMEF15,0.895158,-0.685219178,0.849846,-0.603387234,-0.081831944
SLC4A5,0.890152,-0.951131851,0.999998,-0.869219843,-0.081912008
NRN1L,0.658912,0.297858831,0.73884,0.37977262,-0.081913789
LYPD2,0.999996,0.262241698,0.999998,0.344173423,-0.081931725
KPNA2,0.999996,0.282664341,0.999998,0.364616649,-0.081952309
AES,0.999996,0.104840084,0.999998,0.1868008,-0.081960716
PRAMEF13,0.536055,-0.779925334,0.784774,-0.697953624,-0.081971709
SYT6,0.999996,-0.06271007,0.999998,0.019348333,-0.082058404
EXOC3L1,0.999996,-0.033068593,0.999998,0.049013953,-0.082082546
HDC,0.999996,0.137940182,0.999998,0.220025107,-0.082084926
MRPL9,0.070424,-1.611021839,0.031427,-1.528925098,-0.082096741
SLC2A1,0.519969,-0.683825458,0.999998,-0.601712368,-0.082113089
ABCC6,0.73272,-1.147106919,0.999998,-1.064980657,-0.082126262
CLIC4,0.999996,0.151244973,0.999998,0.233424909,-0.082179936
TLL1,0.999996,0.33334131,0.999998,0.415540517,-0.082199207
PCBP4,0.999996,0.241041509,0.999998,0.323326434,-0.082284925
PYCR2,0.999996,0.016101089,0.999998,0.09838914,-0.08228805
SLC25A10,0.999996,-0.119673637,0.999998,-0.037326635,-0.082347002
SLC25A45,0.999996,0.046578929,0.999998,0.128926644,-0.082347716
MYLK2,0.999996,-1.373983481,0.999998,-1.291550122,-0.082433359
C10orf113,0.999996,0.229442467,0.999998,0.31188529,-0.082442822
PRAME,0.999996,0.204414051,0.999998,0.286930306,-0.082516255
RABIF,0.56475,-2.944837007,0.760659,-2.862316053,-0.082520954
PLCB2,0.999996,-0.158507054,0.999998,-0.07584683,-0.082660225
KCNH6,0.999996,-0.024463744,0.999998,0.058213049,-0.082676794
HIRA,0.70603,-0.727803464,0.614114,-0.645106521,-0.082696943
IFNA16,0.999996,0.081538021,0.999998,0.164311639,-0.082773618
ANKRD12,0.999996,0.433377152,0.999998,0.516172259,-0.082795106
ZNF177,0.999996,0.278570228,0.999998,0.361421623,-0.082851395
SPDYC,0.999996,0.063973687,0.999998,0.146869876,-0.082896189
C4orf47,0.999996,-0.185990534,0.999998,-0.102912584,-0.08307795
ASB12,0.999996,-0.230278005,0.999998,-0.147185984,-0.08309202
TBL1X,0.999996,0.127197051,0.999998,0.210290278,-0.083093227
EFNA3,0.398394,-0.884459766,0.664357,-0.801263754,-0.083196012
AQP6,0.999996,0.179388947,0.999998,0.262624112,-0.083235165
ANO6,0.999996,0.193934451,0.999998,0.277217207,-0.083282756
TAS2R38,0.999996,-0.036390114,0.999998,0.047151296,-0.08354141
SLC25A21,0.999996,0.367404432,0.999998,0.451083578,-0.083679146
FAM161B,0.999996,-0.427134083,0.999998,-0.343395661,-0.083738422
ZNF860,0.999996,0.283124375,0.999998,0.366879848,-0.083755473
TNRC6B,0.864426,-0.530092403,0.918102,-0.446317107,-0.083775296
EPHX2,0.999996,-0.023735809,0.999998,0.060053515,-0.083789325
KCNMA1,0.999996,0.251298036,0.999998,0.335141582,-0.083843546
COL5A2,0.999996,-0.182365223,0.999998,-0.098471891,-0.083893333
PTGDR,0.999996,-0.198786253,0.999998,-0.114892189,-0.083894064
CNTLN,0.999996,0.234617458,0.999998,0.318555923,-0.083938464
UPK3B,0.999996,-0.144067592,0.999998,-0.06008962,-0.083977973
ZBTB26,0.938966,0.033044187,0.999998,0.117034413,-0.083990226
C11orf82,0.999996,0.138645522,0.999998,0.222741211,-0.084095689
FERMT2,0.999996,0.233164914,0.999998,0.317266189,-0.084101276
RAP1GAP2,0.999996,-0.29833929,0.999998,-0.214219852,-0.084119438
PLEKHG1,0.999996,-0.435027613,0.999998,-0.350799844,-0.084227769
FAM98A,0.999996,-0.247396579,0.999998,-0.163151704,-0.084244875
KRTAP4-5,0.638719,-0.262742323,0.536031,-0.178436212,-0.084306111
FAM46B,0.999996,0.07967466,0.999998,0.164026972,-0.084352311
LGI2,0.999996,-0.060350345,0.999998,0.024079641,-0.084429986
SCAF8,0.999996,-0.436279692,0.999998,-0.351822384,-0.084457308
SLITRK2,0.999996,0.21681533,0.999998,0.301276728,-0.084461398
TYRO3,0.999996,0.323715,0.999998,0.408223648,-0.084508648
FANCL,0.999996,-1.138712143,0.999998,-1.054138383,-0.08457376
SND1,0.999996,-0.024130051,0.999998,0.060451264,-0.084581315
SOS2,0.999996,-0.552961177,0.999998,-0.468344385,-0.084616792
GPR12,0.999996,-0.102352065,0.999998,-0.017731359,-0.084620706
IRGQ,0.999996,0.299215834,0.999998,0.38386342,-0.084647586
ST14,0.999996,0.199992433,0.999998,0.284737124,-0.084744691
ICAM2,0.588258,-0.023071201,0.811693,0.061697462,-0.084768663
IFI16,0.999996,0.078686993,0.999998,0.163534707,-0.084847714
TPCN2,0.999996,-0.418730108,0.999998,-0.333864092,-0.084866015
PRELP,0.864426,-0.132068221,0.999998,-0.047182179,-0.084886042
RAPGEF4,0.999996,-0.001305672,0.999998,0.083759442,-0.085065114
PPARA,0.999996,0.108913613,0.999998,0.193983536,-0.085069922
RAD54B,0.999996,-0.402960713,0.999998,-0.317810203,-0.08515051
GAPVD1,0.999996,0.2016161,0.999998,0.286780534,-0.085164434
SURF2,0.999996,-0.187550054,0.999998,-0.102344978,-0.085205076
NOM1,0.01317,-0.150269303,0.039018,-0.065015846,-0.085253457
YIPF2,0.999996,0.406375887,0.999998,0.491662777,-0.08528689
FNDC9,0.999996,0.155129738,0.999998,0.240527207,-0.085397469
MKL2,0.999996,-0.09873286,0.999998,-0.013269119,-0.08546374
HLA-DRA,0.999996,0.365750671,0.999998,0.451229388,-0.085478717
PIP4K2C,0.999996,0.002420157,0.999998,0.087919168,-0.085499011
HAUS8,0.547594,-1.412388485,0.109055,-1.3268552,-0.085533285
TPST1,0.999996,0.21689546,0.999998,0.302450299,-0.085554839
MACROD2,0.999996,-0.919794806,0.999998,-0.834190758,-0.085604047
DNAH7,0.999996,0.411068829,0.999998,0.496707349,-0.08563852
CRYBA4,0.999996,0.050229879,0.999998,0.135875009,-0.08564513
PIK3R4,0.999996,-0.564701415,0.999998,-0.479055065,-0.08564635
MSR1,0.999996,0.174979273,0.999998,0.260628468,-0.085649195
TAAR6,0.999996,0.320643338,0.999998,0.406460876,-0.085817538
PDIA4,0.999996,-0.178634033,0.999998,-0.092806587,-0.085827446
NEK8,0.474364,0.261802642,0.592671,0.347638755,-0.085836113
CYBRD1,0.999996,0.16809787,0.999998,0.253963291,-0.085865422
RNF125,0.999996,-0.254646515,0.999998,-0.168734088,-0.085912427
DST,0.999996,0.043853205,0.999998,0.129772167,-0.085918962
JPH1,0.930681,-0.4599922,0.999998,-0.374023287,-0.085968913
FAM24B,0.999996,0.086732216,0.999998,0.17273249,-0.086000274
CNOT6L,0.999996,0.297041467,0.999998,0.383062637,-0.086021169
ABHD14A,0.999996,0.267658974,0.999998,0.353699238,-0.086040264
PA2G4,0.999996,0.066112033,0.999998,0.1521926,-0.086080566
CLMP,0.999996,-1.21839642,0.999998,-1.132267499,-0.086128921
CCDC88C,0.999996,-0.173570128,0.999998,-0.087411142,-0.086158986
C1orf177,0.999996,-0.860318976,0.999998,-0.774015667,-0.086303308
C13orf35,0.999996,0.403834234,0.999998,0.490151873,-0.086317639
MCIDAS,0.999996,-0.403077434,0.999998,-0.316728457,-0.086348977
DOK6,0.999996,0.294662126,0.999998,0.381065963,-0.086403837
EBLN2,0.999996,0.254638695,0.999998,0.34112908,-0.086490385
ZNF385A,0.999996,0.194549,0.999998,0.281070954,-0.086521954
USP19,0.175354,-0.053645548,0.466433,0.032889462,-0.08653501
HGSNAT,0.999996,0.009891721,0.999998,0.096437013,-0.086545292
CTDSP2,0.999996,-0.118498067,0.999998,-0.031945298,-0.086552769
GIN1,0.999996,0.434053087,0.999998,0.520671697,-0.08661861
CLIC3,0.999996,0.134327365,0.999998,0.220957122,-0.086629756
TMEM182,0.999996,0.412932456,0.999998,0.499564441,-0.086631986
ZNF513,0.705501,-0.18228014,0.389519,-0.095626112,-0.086654028
CDPF1,0.999996,0.194372442,0.999998,0.281072411,-0.08669997
HAPLN2,0.931871,-0.46271621,0.999998,-0.375981228,-0.086734982
ASTN1,0.999996,0.321343816,0.999998,0.408236693,-0.086892877
TIMM10B,0.999996,0.16953805,0.999998,0.256476151,-0.086938101
IFFO1,0.999996,-0.356654507,0.999998,-0.26966504,-0.086989467
ABCC3,0.999996,0.173236778,0.999998,0.260273554,-0.087036776
LRFN4,0.999996,-0.336363989,0.999998,-0.249317251,-0.087046738
GGA1,0.999996,0.191922303,0.999998,0.279013924,-0.087091621
STRC,0.999996,-0.027448702,0.999998,0.059647258,-0.08709596
FAM78B,0.999996,0.309304473,0.999998,0.3964132,-0.087108728
THAP1,0.999996,-0.550196808,0.999998,-0.463059732,-0.087137076
TSPAN32,0.999996,-0.587214289,0.999998,-0.500051324,-0.087162965
ITGB3,0.999996,0.046707037,0.999998,0.133871374,-0.087164337
SKA1,0.999996,-0.281967689,0.999998,-0.194763939,-0.08720375
LTK,0.999996,0.185113386,0.999998,0.272386407,-0.087273021
ETV3L,0.999996,0.014926384,0.999998,0.102199424,-0.08727304
XDH,0.853904,0.241921839,0.999998,0.329204717,-0.087282878
SNX19,0.999996,-0.537505125,0.999998,-0.450211191,-0.087293934
SLC25A14,0.999996,0.297043701,0.999998,0.38443163,-0.087387929
PTGDS,0.999996,0.064519327,0.999998,0.151966852,-0.087447525
ZBTB46,0.999996,-0.685185311,0.999998,-0.597716925,-0.087468386
LIF,0.999996,0.397997677,0.999998,0.485485442,-0.087487764
ARRDC1,0.999996,-0.099256664,0.999998,-0.011735806,-0.087520858
CCDC109B,0.999996,-0.145598007,0.999998,-0.058068097,-0.08752991
SOX18,0.999996,0.233225739,0.999998,0.320759571,-0.087533832
C12orf71,0.999996,0.168891875,0.999998,0.256476389,-0.087584514
LENG1,0.159683,-1.091236546,0.374408,-1.003565825,-0.087670721
CCL24,0.999996,0.067519474,0.999998,0.155212227,-0.087692753
RAB14,0.999996,-0.140625701,0.999998,-0.052893364,-0.087732337
CDKN2AIPNL,0.999996,0.043042901,0.999998,0.130814028,-0.087771127
ABCB4,0.888779,-0.870969169,0.966903,-0.783165378,-0.087803792
CHRNA2,0.955603,-0.057315417,0.999998,0.030496311,-0.087811728
WFDC10B,0.999996,-0.092658349,0.999998,-0.004763812,-0.087894537
CYP24A1,0.999996,0.123138324,0.999998,0.211033633,-0.08789531
ITCH,0.999996,0.28389891,0.999998,0.37184105,-0.08794214
TNNI2,0.999996,0.115583161,0.999998,0.203536041,-0.08795288
SERPINH1,0.999996,-0.200777406,0.999998,-0.112797899,-0.087979507
RPUSD3,0.332083,-0.643375463,0.139214,-0.555382552,-0.087992911
LMAN2,0.999996,0.375662356,0.999998,0.463718637,-0.088056281
LMO1,0.999996,0.033273633,0.999998,0.121351594,-0.088077961
DDHD2,0.999996,0.227723494,0.999998,0.315831589,-0.088108095
TMEM208,0.696578,-0.228073956,0.999998,-0.139911898,-0.088162059
PCDHA7,0.999996,0.10842833,0.999998,0.196612051,-0.088183721
KRTAP10-3,0.751727,-1.242721773,0.833602,-1.154524966,-0.088196808
TIAM1,0.999996,0.242273075,0.999998,0.330489046,-0.088215971
FBXO22,0.999996,0.050853495,0.999998,0.139089122,-0.088235627
DNAJA1,0.661619,-0.87179308,0.999998,-0.783538448,-0.088254631
NOMO2,0.444811,-0.341134152,0.999998,-0.252857653,-0.0882765
TAF1D,0.999996,0.239224322,0.999998,0.327506332,-0.088282011
DNAH2,0.999996,-0.105187872,0.999998,-0.016810717,-0.088377155
ZSCAN16,0.999996,0.093490432,0.999998,0.18186855,-0.088378118
MOCS1,0.999996,0.261199823,0.999998,0.349595877,-0.088396054
CLGN,0.999996,0.131265915,0.999998,0.219702654,-0.08843674
CYP2U1,0.999996,-0.01794589,0.999998,0.070496946,-0.088442836
DDX58,0.999996,0.181705409,0.999998,0.270160874,-0.088455465
WISP2,0.999996,0.227387277,0.999998,0.315851918,-0.088464642
SCN1A,0.999996,0.205990055,0.999998,0.2945256,-0.088535545
LPCAT4,0.999996,0.101341088,0.999998,0.189886307,-0.088545218
FGF8,0.999996,-0.161728756,0.999998,-0.07311957,-0.088609186
IFI30,0.999996,-0.22420965,0.999998,-0.13558138,-0.08862827
BRAF,0.999996,-0.091038533,0.999998,-0.002403504,-0.088635029
FKBP3,0.999996,0.250869839,0.999998,0.339641933,-0.088772094
HMG20B,0.999996,-0.337201407,0.999998,-0.248413638,-0.088787769
ZNF419,0.999996,0.112608113,0.999998,0.201451355,-0.088843242
GTSF1,0.999996,0.223933369,0.999998,0.312822553,-0.088889185
GPBP1L1,0.999996,-0.013202447,0.999998,0.075795765,-0.088998213
CASP2,0.999996,0.499364124,0.999998,0.588377879,-0.089013754
THEM6,0.999996,0.140120735,0.999998,0.229236663,-0.089115928
ACSL4,0.999996,0.264545567,0.999998,0.353705148,-0.089159581
VNN1,0.999996,-0.172023912,0.999998,-0.082784326,-0.089239586
PI16,0.999996,0.27012373,0.999998,0.359366829,-0.089243099
MMP20,0.999996,0.064033507,0.918942,0.15331161,-0.089278102
CST8,0.999996,-0.062509573,0.999998,0.026814153,-0.089323726
TTC34,0.999996,0.207181272,0.999998,0.296554546,-0.089373274
LYSMD3,0.999996,0.257559051,0.999998,0.347014529,-0.089455478
SH3GL2,0.999996,0.210285555,0.999998,0.299818971,-0.089533417
ELF5,0.999996,0.18076753,0.999998,0.270342786,-0.089575256
ULBP3,0.999996,-0.55116108,0.999998,-0.461492039,-0.089669041
BLOC1S6,0.999996,0.161422133,0.999998,0.251092227,-0.089670094
TBC1D19,0.999996,0.50939531,0.999998,0.599082896,-0.089687586
UGT1A7,0.999996,0.384651144,0.999998,0.474344783,-0.089693639
FCHO1,0.999996,0.161434825,0.999998,0.251209376,-0.089774551
SHOX,0.999996,0.099318153,0.999998,0.189114209,-0.089796057
POTEB2,0.999996,0.223777281,0.999998,0.313692461,-0.08991518
TEX22,0.999996,0.170952464,0.999998,0.260903956,-0.089951492
GJA10,0.999996,-0.382245837,0.999998,-0.292275778,-0.089970059
ZNF878,0.999996,0.303268846,0.999998,0.393271505,-0.090002658
SRGN,0.999996,0.385704767,0.999998,0.475749539,-0.090044771
IFNAR2,0.999996,0.372173334,0.999998,0.462260498,-0.090087165
KIAA1468,0.999996,0.138682361,0.999998,0.22881543,-0.090133069
EIF4H,0.999996,-0.131061606,0.999998,-0.040926815,-0.090134791
GLB1L2,0.999996,0.420429423,0.999998,0.510609434,-0.090180011
MAB21L2,0.999996,-0.010966656,0.999998,0.079369421,-0.090336077
TMEM8B,0.679012,-0.378088292,0.999998,-0.287751575,-0.090336717
C7orf43,0.740508,-0.445233125,0.999998,-0.354882262,-0.090350863
TMED1,0.999996,-0.404452968,0.999998,-0.314099383,-0.090353585
RAC3,0.999996,-0.154109275,0.999998,-0.063732015,-0.090377259
40243,0.999996,0.168197662,0.999998,0.258585566,-0.090387904
SEMA3G,0.999996,-0.046370312,0.999998,0.04405017,-0.090420482
SLC36A3,0.999996,0.379115808,0.999998,0.46955958,-0.090443773
PSD2,0.802205,-0.67167901,0.920997,-0.58118445,-0.09049456
PAQR6,0.999996,-0.058651043,0.999998,0.031852853,-0.090503896
TSHZ2,0.999996,0.347322421,0.999998,0.437869598,-0.090547178
